Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mj],Msin(i) Error Lower [Mj],Msin(i) Error Upper [Mj],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Impact Parameter,Impact Parameter Error Lower,Impact Parameter Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,ExoClock Priority,Transit Mid Time [days],ExoClock Ephemeris,Replaced Values,Transit,Transit Impact Parameter,Eclipse,Eclipse Impact Parameter,Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Eclipse Mid Time,Mass Flag,Planet Radius [Re],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Available Transits,Available Eclipses,Planet Semi-major Axis [m],Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
TOI-2107,0.961,-0.054,0.049,5627,-93,94,0.932,-0.024,0.027,4.484,-0.034,0.024,0.07,-0.11,0.12,[Fe/H],4,-2.7,4,,,,,,,,236.705,-1.904,1.934,4.19617,-0.0339882,0.0339882,,,TIC 446549906,Gaia DR2 6633448311454447232,,12.0363,10.435,,10.73700047,10.32800007,,,,,,11.3819,,11.8642,10.269,10.302,10.293,8.872,286.7965405,-58.6968348,8.9909704,-0.049905,0.049905,3.88779,-0.0530986,0.0530986,-8.10695,-0.0491412,0.0491412,TOI-2107b,1.211,-0.032,0.035,0.1335,-0.0011,0.0012,,,,0.83,-0.11,0.11,128,-16,17,0.577,-0.086,0.093,2.4545467,-1.30E-06,1.30E-06,0.03515,-0.00067,0.00059,8.13,-0.27,0.2,89.44,-0.58,0.39,0.078,-0.055,0.081,0.033,-0.023,0.038,153,-97,100,,,,,,,2459228.982,-0.00024,0.00024,2.131,-0.053,0.054,2.5956,-0.018,0.019,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2024,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,2024-07,0,Published Confirmed,0,0,FALSE,FALSE,2024,7,14,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,,,,TRUE,0.078201956,TRUE,0.080580789,9276.635003,1103.445062,7069.744879,9556.484138,1137.098761,7282.286616,1395.457598,1406.638014,1385.719726,2459230.163,FALSE,13.57407567,,,,263.7975775,34.96112473,-34.96112473,869173.14,71239.28,65343.13,638.5466467,52.33664188,48.00497695,181,179,5258365155,1,12,23,1,2,4,Eclipse,1,2,4,0,0,0,2
HAT-P-6,1.29,-0.06,0.06,6570,-80,80,1.46,-0.06,0.06,4.22,-0.03,0.03,-0.13,-0.08,0.08,[Fe/H],2.3,-0.7,0.5,,8.7,,1,,,,275.358,-3.545,3.636,3.60357,-0.0469851,0.0469851,,,TIC 176899385,Gaia DR2 1925321658546436352,10.884,10.47000027,9.44,,9.557999611,9.312999725,,,,,,9.995771,,10.3056,9.288,9.299,9.25,8.631,354.7740917,42.4659866,20.3165716,-0.073751,0.073751,-20.0751,-0.0742533,0.0742533,3.12305,-0.0486531,0.0486531,HAT-P-6b,1.33,-0.061,0.061,0.09338,-0.00053,0.00053,,,,1.057,-0.119,0.119,115.5,-4.2,4.2,0.558,-0.047,0.047,3.85299668,3.60E-07,3.60E-07,0.05235,-0.00087,0.00087,7.69,-0.22,0.22,85.51,-0.35,0.35,0.602,-0.03,0.03,0,,,0,,,165,-6,6,,,,2454035.676,0.0002,0.0002,0.8255,,,3.5064,-0.0408,0.0408,,,,1,1,HATNet,2007,<a refstr=NOYES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...673L..79N/abstract target=ref> Noyes et al. 2008 </a>,2008-01,0,Published Confirmed,0,1,FALSE,TRUE,2008,1,11,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2456100.883,TRUE,"Projected Obliquity, ",TRUE,0.602012416,TRUE,0.602012416,12645.63824,1631.762107,9382.114025,12645.63824,1631.762107,9382.114025,1675.279221,1675.279221,1675.279221,2454037.602,FALSE,14.90794437,,,,335.9446258,37.82158038,-37.82158038,1792913,134683.81,140785.24,1317.181274,98.94679355,103.4292695,120,118,7831448531,2,15,29,1,2,3,Eclipse,1,2,3,0,0,0,3
TOI-1994,1.86,-0.17,0.18,7700,-410,720,2.3,-0.12,0.13,3.982,-0.065,0.067,-0.01,-0.42,0.3,[Fe/H],0.94,-0.31,0.33,,,,,,,,515.603,-8.889,9.199,1.9114,-0.0337511,0.0337511,,,TIC 445903569,Gaia DR2 5405557504173563648,10.812,10.51000023,9.843,,9.914999962,9.774999619,,,,,,10.2396,,10.428,9.767,9.823,10.041,8.885,147.1745753,-51.756564,13.6585266,-0.0578288,0.0578288,-13.5471,-0.0577257,0.0577257,-1.7411,-0.0637623,0.0637623,TOI-1994b,1.22,-0.071,0.082,0.05449,-0.00084,0.0012,,,,22.1,-2.5,2.6,1970,-170,170,15,-3.2,3.9,4.0337142,-5.10E-06,5.10E-06,0.0613,-0.0019,0.0019,5.72,-0.36,0.39,85.5,-2.5,2.9,0.32,-0.2,0.17,0.341,-0.059,0.054,131.6,-6.7,7.9,,,,,,,2458854.373,-0.00064,0.00056,0.2969,-0.0091,0.013,4.044,-0.047,0.05,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2024,<a refstr=PAGE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..109P/abstract target=ref>Page et al. 2024</a>,2024-03,0,Published Confirmed,0,0,FALSE,FALSE,2024,3,14,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,,,,TRUE,0.31601674,TRUE,0.532349378,14774.06254,853.794671,13066.47319,22457.05542,1601.516356,19254.02271,2276.552725,2712.95339,2090.253702,2458855.794,FALSE,13.67495649,,,,7024.007786,826.3538571,-794.5710165,6386883.93,2548976.9,1633394.37,4692.18747,1872.631099,1199.989334,182,184,9170349474,1983,23467,47007,1,6,12,Eclipse,1,6,12,0,0,0,2
Gaia-2,1,-0.095,0.095,5720,-84,84,1.064,-0.031,0.031,,,,,,,,,,,,,,,,,,209.229,-1.121,1.134,4.75066,-0.0255673,0.0255673,,,TIC 147797743,Gaia-2,11.816,11.27999973,9.818,,10.12800026,9.741999626,14.9082,11.655,11.252,11.1022,11.4663,10.7447,,11.1968,9.716,9.769,9.704001,9.006,110.7353308,67.2526565,25.003903,-0.0350959,0.0350959,6.90662,-0.0296175,0.0296175,24.0311,-0.0355107,0.0355107,Gaia-2b,1.322,-0.013,0.013,0.127680705,,,,,,0.817,-0.047,0.047,107.1,-6.2,6.2,,,,3.6915224,3.90E-06,3.90E-06,0.0467,-0.0015,0.0015,9.437971494,,,85.21,-0.25,0.25,0.788107628,,,0,,,0,,,,,,,,,2458843.989,0.00019,0.00019,1.630236232,,,,,,,,,1,1,European Space Agency (ESA) Gaia Satellite,2022,<a refstr=PANAHI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510197P/abstract target=ref>Panahi et al. 2022</a>,2022-05,0,Published Confirmed,0,0,FALSE,FALSE,2022,5,8,TRUE,,FALSE,FALSE," a/Rs, Transit Impact Parameter, Rp/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2458843.989,TRUE,,TRUE,0.788107628,TRUE,0.788107628,8717.347185,2339.885776,4037.575633,8717.347185,2339.885776,4037.575633,1316.563165,1316.563165,1316.563165,2458845.835,FALSE,14.81827253,,,,259.6658082,14.93793511,-14.93793511,644735.24,77621.84,70095.17,473.6611229,57.02565273,51.49611015,140,140,6986220562,1,8,16,1,2,4,Eclipse,1,2,4,0,0,0,2
TOI-2015,0.3041,-0.0312,0.0353,3297,-28,14,0.3273,-0.0051,0.0029,5.04,-0.04,0.04,-0.31,-0.16,0.16,[Fe/H],5.5,-0.5,0.5,M4 +/- 0.5,3.2,-0.6,0.6,8.7,-0.9,0.9,47.3444,-0.1126,0.1133,21.093,-0.0500165,0.0500165,,,TIC 368287008,Gaia DR2 1270814787767025408,17.134,16.11,10.519,,11.11800003,10.26299953,18.8902,16.4161,14.9726,13.6507,12.6028,12.8387,,14.176,10.098,9.926,9.771,9.319,232.1326528,27.361073,85.1255075,-0.0664831,0.0664831,-56.1664,-0.0657904,0.0657904,63.9663,-0.0670123,0.0670123,TOI-2015b,0.29520972,-0.00098136,0.00115978,0.09278,-0.0003,0.00035,,,,0.02894644,-0.00110122,0.00100683,8.715686642,,,1.4,-0.056,0.052,3.348237,-3.00E-05,3.50E-05,0.029322,-3.00E-06,3.00E-06,19.2811,-0.006,0.0061,87.61,-0.01,0.01,0.74346,-0.003,0.0029,0.0789,-0.0016,0.0018,0,,,,,,,,,2459424.786,-0.00015,0.00016,0.859093003,,,0.9876,-0.0034,0.0029,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2023,<a refstr=BARKAOUI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250207074B/abstract target=ref>Barkaoui et al. 2025</a>,2025-02,0,Published Confirmed,0,0,TRUE,FALSE,2025,2,12,TRUE,,FALSE,FALSE," Transit Depth, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Periastron, ",,,,"Star Rotational Velocity [km/s], Star Rotation Period [days], ",TRUE,0.799041062,TRUE,0.799041062,3553.048605,752.8202625,2047.40808,3553.048605,752.8102181,2047.428168,530.9309537,532.591288,532.591288,2459426.628,FALSE,3.309000063,,,,9.200000902,0.319999175,-0.349998998,15742.46,1447.56,1258.74,11.56535399,1.063464276,0.924745795,146,150,4386508765,2,16,31,233,1771,3110,Transit,2,16,31,1,0,1,2
HATS-12,1.489,-0.071,0.071,6408,-75,75,2.21,-0.21,0.21,3.923,-0.065,0.065,-0.1,-0.04,0.04,[Fe/H],2.36,-0.31,0.31,F,6.57,-0.5,0.5,,,,746.138,,,,,,,,TIC 11270200,Gaia DR2 4083840142695803520,13.258,12.75599957,11.507,,11.72500038,11.39099979,,,,,,12.2994,12.7,12.6766,11.392,11.42,11.991,8.799,289.202402,-19.3559227,18.0385851,-2.0814714,2.0814714,12.248,-2.03176,2.03176,13.243,-2.12307,2.12307,HATS-12b,1.35,-0.17,0.17,0.063,-0.0022,0.0022,,,,2.38,-0.11,0.11,250.6,-9.4,9.4,1.19,-0.32,0.54,3.142833,-1.10E-05,1.10E-05,0.04795,-0.00077,0.00077,4.67,-0.38,0.38,82.7,-1.9,1.9,0.589,-0.126,0.079,0,,,0,,,,,,,,,2456798.956,-0.0012,0.0012,0.47,,,4.5576,-0.0744,0.0744,,,,1,1,HATSouth,2016,<a refstr=RABUS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...88R/abstract target=ref>Rabus et al. 2016</a>,2016-10,0,Published Confirmed,0,0,FALSE,FALSE,2016,10,10,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",,,,,TRUE,0.593391722,TRUE,0.593391722,16558.15136,1485.537259,13587.07685,16558.15136,1485.537259,13587.07685,2096.761651,2096.761651,2096.761651,2456800.527,FALSE,15.13212399,,,,756.4316077,34.96112473,-34.96112473,4564386.98,643641.44,848367.49,3353.272054,472.857552,623.2615701,112,112,7173217900,45,616,1220,2,9,18,Eclipse,2,9,18,0,0,0,2
TOI-2109,1.453,-0.074,0.074,6540,-160,160,1.698,-0.057,0.062,4.139,-0.046,0.041,0.068,-0.062,0.07,[Fe/H],1.77,-0.68,0.88,F,81.2,-1.6,1.6,,,,262.041,-2.698,2.753,3.78791,-0.0393868,0.0393868,,,TIC 392476080,Gaia DR2 4558177980120149632,10.648,10.22000027,9.129,,9.381999969,9.069999695,,,,,,9.78569,,10.1138,9.059,9.093,9.062,8.454001,253.1862971,16.5799153,12.5333827,-0.0474725,0.0474725,-8.4493,-0.0427953,0.0427953,-9.25716,-0.0510427,0.0510427,TOI-2109b,1.347,-0.047,0.047,0.08155,-0.00022,0.00022,,,,5.02,-0.75,0.75,860,-130,130,,,,0.67247414,3.00E-08,3.00E-08,0.01791,-0.00065,0.00065,2.268,-0.021,0.021,70.74,-0.37,0.37,0.7481,-0.0073,0.0073,0,,,0,,,,,,,,,2459378.459,5.90E-05,5.90E-05,0.6651,-0.0036,0.0036,,,,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2021,<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,2021-12,0,Published Confirmed,0,0,FALSE,FALSE,2021,12,12,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2459378.459,TRUE,,TRUE,0.748112081,TRUE,0.748112081,6906.272448,1127.541038,4651.190372,6906.272448,1127.541038,4651.190372,3070.727126,3070.727126,3070.727126,2459378.796,FALSE,15.09849704,,,,1595.498601,238.3713049,-238.3713049,19917696,1912866.93,1756106.47,14632.73243,1405.306616,1290.140993,684,686,2679297864,17,204,404,1,1,1,Eclipse,1,1,1,0,0,0,3
EPIC246851721,1.317,-0.04,0.041,6202,-50,52,1.586,-0.033,0.034,4.157,-0.016,0.016,0.141,-0.085,0.082,[Fe/H],3.02,-0.46,0.44,F5 V,74.92,-0.6,0.62,,,,372.632,-17.644,19.456,2.66391,-0.130014,0.130014,,,TIC 411839167,Gaia DR2 3393939026234131584,12.067,11.23999977,9.967,,10.19900036,9.892999649,15.2612,11.7275,11.3069,11.1782,11.3319,10.8243,11.257,11.2549,9.813,9.816,9.754,8.609,78.9198197,16.2786991,13.2641483,-0.0952148,0.0952148,2.71745,-0.112019,0.112019,-12.9828,-0.0944102,0.0944102,EPIC246851721b,1.051,-0.044,0.044,0.0681,-0.0026,0.0025,3,-1.2,1.1,3,-1.2,1.1,270,-110,100,3.1,-1.3,1.3,6.1802679,2.00E-06,2.00E-06,0.07229,-0.00075,0.00074,9.8,-0.17,0.17,86.21,-0.17,0.17,0.647,-0.018,0.017,0,,,0,,,-1.47,-0.86,0.87,3.7,-1.8,3.7,2457865.11,0.00025,0.00025,0.464,-0.035,0.035,4.10808,-0.018,0.01776,,,,1,1,K2,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract target=ref>Yu et al. 2018</a>,2018-12,0,Published Confirmed,0,0,FALSE,FALSE,2018,12,12,TRUE,,FALSE,FALSE, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",high,2458439.875,TRUE,,TRUE,0.647777552,TRUE,0.647777552,14780.11563,1563.081347,11653.95294,14780.11563,1563.081347,11653.95294,1400.889003,1400.889003,1400.889003,2457868.2,FALSE,11.78063875,,,,953.4852198,349.6112473,-381.3940879,875438.25,41200.34,40404.5,643.1493718,30.26823741,29.68356568,57,57,10814430073,108,1382,2736,2,16,31,Eclipse,2,16,31,0,0,0,2
K2-30,0.984,-0.02,0.02,5581,-38,38,0.941,-0.041,0.041,4.484,-0.042,0.042,0.136,-0.029,0.029,[Fe/H],3.9,-1.9,2.1,G8 V,3.9,-1.1,1.1,,,,333.042,-2.968,3.021,2.97391,-0.0267936,0.0267936,,,TIC 26017005,Gaia DR2 61607255708760960,14.506,13.52999973,11.19,,11.63199997,11.0880003,,,,,,12.5489,13.171,13.2056,11.016,11.058,11.067,9.003,52.3420548,22.2993491,21.7167955,-0.0505142,0.0505142,16.5794,-0.0578523,0.0578523,-14.0265,-0.0379563,0.0379563,K2-30b,1.196,-0.06,0.06,0.1302,-0.0026,0.0026,,,,0.623,-0.031,0.031,79.9,-4,4,0.483,-0.077,0.077,4.09847804,6.90E-07,6.90E-07,0.04986,-0.00035,0.00035,11.4,-0.52,0.52,86.32,-0.38,0.38,0.721,-0.036,0.036,0.027,-0.02,0.036,120,-51,100,,,,,,,2457063.807,0.00014,0.00014,1.705901689,,,2.355,-0.03,0.03,,,,1,1,K2,2016,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>,2016-10,0,Published Confirmed,0,0,FALSE,FALSE,2016,10,13,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",low,2457526.935,TRUE,"Star Age [Gyr], ",TRUE,0.714457862,TRUE,0.748669715,8483.428929,1840.493297,4802.442334,8594.538204,2051.470969,4491.596265,1168.811831,1182.82907,1155.487274,2457065.821,FALSE,13.40594095,,,,198.0070973,9.852680604,-9.852680604,424158.88,42389.02,37021.73,311.6125177,31.14151293,27.19838023,87,84,7458949833,2,23,46,2,13,25,Eclipse,2,13,25,1,0,1,2
K2-287,1.056,-0.022,0.022,5695,-58,58,1.07,-0.01,0.01,4.398,-0.015,0.015,0.2,-0.04,0.04,[Fe/H],4.5,-1,1,,3.2,-0.2,0.2,,,,158.335,-1.277,1.297,6.2875,-0.0509509,0.0509509,,,TIC 73848324,Gaia DR2 6239702034929248512,12.011,11.30799961,9.283,,9.677000046,9.187999725,,,,,,10.4838,11.058,11.067,9.114,9.148,9.089,8.152,233.0743401,-22.3583447,18.4786025,-0.0764386,0.0764386,-4.59374,-0.107206,0.107206,-17.8985,-0.073964,0.073964,K2-287b,0.847,-0.013,0.013,0.08014,-0.00098,0.00086,,,,0.315,-0.027,0.027,28.8,-2.2,2.3,,,,14.89329,3.00E-05,3.00E-05,0.1206,-0.0008,0.0008,23.87,-0.31,0.3,88.13,-0.08,0.1,0.562981938,,,0.478,-0.026,0.025,10.1,-4.2,4.6,23,-13,12,,,,2458001.721,0.00016,0.00016,0.661713739,,,,,,,,,1,1,K2,2018,<a refstr=JORD_AACUTE_N_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..100J/abstract target=ref>Jord&aacute;n et al. 2019</a>,2019-03,0,Published Confirmed,0,0,FALSE,FALSE,2019,3,12,TRUE,,FALSE,FALSE," Transit Impact Parameter, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",high,2458001.722,TRUE,"Projected Obliquity, ",TRUE,0.554472411,TRUE,0.655935185,12902.18564,1344.022695,10214.14024,14129.93548,1756.121613,10617.69225,824.2377876,976.921559,898.1920382,2458013.473,FALSE,9.494006679,,,,100.1159481,8.581366978,-8.581366978,105828.57,4965.1,5364.04,77.748006,3.647659839,3.940745057,24,22,18041503206,2,12,23,5,29,54,Transit,2,12,23,0,0,0,2
LTT9779,1.02,-0.03,0.02,5443,-13,14,0.949,-0.006,0.006,4.35,-0.12,0.16,0.27,-0.03,0.03,[Fe/H],2,-0.9,1.3,G7 V,1.06,-0.37,0.37,45,,,80.4373,-0.315,0.3174,12.4034,-0.0485073,0.0485073,,HIP 117883,TIC 183985250,Gaia DR2 2307504062045842688,10.584,9.760000229,8.153,,8.446000099,8.015999794,,,,,,9.1031,,9.60006,7.936,8.014,7.982,7.842,358.6688767,-37.6282237,257.265116,-0.0755009,0.0755009,247.615,-0.0764463,0.0764463,-69.8008,-0.0623908,0.0623908,LTT9779b,0.4210902,-0.02051923,0.02051923,0.0455,-0.0017,0.0022,,,,0.09225057,-0.00254853,0.00245414,19.65,-0.43,0.43,1.536,-0.123,0.123,0.79206425,2.80E-07,2.80E-07,0.01679,-0.00012,0.00014,3.877,-0.091,0.09,76.39,-0.43,0.43,0.895223561,,,0,,,90,,,,,,,,,2458354.214,0.00013,0.00013,0.207916392,,,,,,,,,1,1,Transiting Exoplanet Survey Satellite (TESS),2020,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,2020-09,0,Published Confirmed,2,1,FALSE,TRUE,2020,9,10,TRUE,,FALSE,FALSE," Transit Impact Parameter, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, ",high,2458724.901,TRUE,,TRUE,0.91230365,TRUE,0.91230365,2961.195745,668.5958004,1624.004144,2961.195745,668.5958004,1624.004144,1954.67895,1954.67895,1954.67895,2458354.61,FALSE,4.719991938,,,,29.31985167,0.779995406,-0.809995229,3311860.62,204876.03,140416.1,2433.091171,150.5142024,103.1580771,518,519,2511748249,2,16,31,2,9,18,Eclipse,2,9,18,0,0,0,2
TrES-4,1.45,-0.05,0.05,6295,-65,65,1.81,-0.08,0.08,4.09,-0.03,0.03,0.28,-0.09,0.09,[Fe/H],2.2,-0.4,0.4,,8.5,-0.5,0.5,,,,515.98,-6.843,7.027,1.9095,-0.0258487,0.0258487,,,TIC 159742538,Gaia DR2 4609062308806929152,12.348,11.59200001,10.35,,10.58300018,10.32999992,,,,,,11.1116,,11.4731,10.243,10.277,10.197,9.404,268.3043361,37.2117397,21.8393905,-0.0426837,0.0426837,-6.48161,-0.0440252,0.0440252,-20.8554,-0.0425519,0.0425519,TrES-4b,1.838,-0.09,0.081,0.10452,-0.00072,0.00066,,,,0.494,-0.035,0.035,51.1,-3.3,3.3,0.099,-0.013,0.016,3.55392889,4.40E-07,4.40E-07,0.0516,-0.0005,0.0005,6.14,-0.19,0.24,83.07,-0.44,0.51,0.744,-0.022,0.016,0,,,0,,,6.3,-4.7,4.7,,,,2454230.906,0.00025,0.00025,1.088942006,,,3.658,-0.03,0.036,,,,1,1,TrES,2007,<a refstr=SOZZETTI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575L..15S/abstract target=ref>Sozzetti et al. 2015</a>,2015-03,0,Published Confirmed,5,1,FALSE,TRUE,2015,3,11,TRUE,,FALSE,FALSE," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, ",low,2457482.751,TRUE,"Projected Obliquity, ",TRUE,0.740831701,TRUE,0.740831701,13176.77977,2550.461904,8075.855958,13176.77977,2550.461904,8075.855958,1796.373133,1796.373133,1796.373133,2454232.683,FALSE,20.60210658,,,,157.0072329,11.12399423,-11.12399423,2359857.44,173965.06,200370.33,1733.692616,127.8051525,147.2040454,260,261,7719250128,1,3,5,1,2,4,Eclipse,1,2,4,0,0,0,2
